talk_page_id	talk_revision_id	talk_page_title	article_page_id	article_revision_id	rating	is_training	num_inlinks	num_views
20374054	726576559	Gadolinite	171665	754527842	Mid	0	85	48.857142857142854
43186180	617054375	Maine_State_Route_214	43180189	621820630	Mid	1	8	2.35
31078768	635511840	Webster_Wells	31078704	743312364	Mid	1	2	3.652173913043478
32025489	745806733	BR-020	32010418	745806731	Mid	1	56	4.518518518518518
30435986	407914421	1831_in_Wales	12055672	624641018	Mid	1	11	2.238095238095238
16351699	576171204	Diary	25498357	767813624	Mid	0	633	570.0357142857143
27217763	751172088	Gerald_Parker	23751599	762497757	Mid	0	3	59.392857142857146
26862645	469866226	Heribert_von_Larisch	26862633	764863325	Mid	0	12	6.035714285714286
4530598	503400735	Azumi_people	907671	762409049	Mid	1	12	24.714285714285715
48464760	754046933	Juana_de_la_Concepción	48463900	758710590	Mid	1	3	16.0
28684493	583532543	Soyuz_TMA-07M	28676734	722751953	Mid	1	327	34.392857142857146
4501836	469044608	List_of_cities_and_towns_in_New_Hampshire	4496883	763126274	Mid	0	269	237.71428571428572
2656189	750638466	Battle_of_Tricamarum	165586	732188201	Mid	1	60	34.785714285714285
6098747	552945941	The_Adventures_of_James_Bond_Junior_003½	2324431	766672054	Mid	1	95	22.285714285714285
14445433	730098857	Biographies_of_Exemplary_Women	6671302	738415189	Mid	1	25	19.928571428571427
30975463	732141515	Oxygen_saturation_(medicine)	22419890	754853578	Mid	1	28	1350.0714285714287
45325954	747503035	Mohammed_Ali_al-Houthi	45325898	768207789	Mid	1	254	95.89285714285714
362128	585928321	Music_of_Michigan	307387	766226395	Mid	0	84	56.285714285714285
6833498	753763595	De_La_Salle_Santiago_Zobel_School	3165859	763592072	Mid	1	193	46.714285714285715
2149512	476289893	Rural_Municipality_of_Gimli	216035	764457447	Mid	1	183	31.607142857142858
42849237	609908291	Wong_Nai_Siong	37847656	734836281	Mid	1	12	14.571428571428571
1860087	749128202	Michael_von_Faulhaber	1604306	760445795	Mid	1	74	60.464285714285715
13086016	552352286	Pennsylvania_Route_747	13086013	749128028	Mid	1	8	3.074074074074074
5664282	744625623	Ruthenian_Catholic_Church	676553	755399974	Mid	0	820	176.32142857142858
23008872	569164032	Cooper_Freedman	12252440	766477286	Mid	1	23	128.53571428571428
1903051	582996144	Sub-Roman_Britain	1902917	768870062	Mid	0	504	384.85714285714283
16373161	282809453	Meluco_District	15239611	703321850	Mid	1	130	2.52
21506778	655096674	Great_Depression_in_India	21405210	758461254	Mid	1	21	99.71428571428571
42177340	666303520	Canada–South_Korea_Free_Trade_Agreement	42177103	720945253	Mid	0	6	14.0
14917920	695718015	Ryūgasaki,_Ibaraki	328381	764525382	Mid	0	100	13.142857142857142
18032285	364704289	Massey_Drive	11093392	759090932	Mid	1	27	3.52
24167255	558393268	Stadion_Otoka	20298023	759774253	Mid	1	170	11.75
25886701	398081583	Alfredo_Fuentes_Hernández	25886614	722089514	Mid	1	5	3.3333333333333335
10622688	621179534	D._E._Marsh	9580714	710421781	Mid	1	47	5.25
3065222	602990855	Missouri_Route_90	2283148	654112623	Mid	1	36	2.730769230769231
10163273	232003503	Philosophy_of_engineering	10158889	766635948	Mid	0	535	81.17857142857143
18368302	710478947	Free_Will_(album)	18366700	754784446	Mid	1	29	34.57142857142857
13027540	732832559	Minamiuonuma	1157114	768738417	Mid	0	5	9.678571428571429
41962138	595779387	40th_Quebec_Legislature	36850277	676651862	Mid	1	46	4.285714285714286
39642872	630165493	Feminist_stripper	39265626	767217350	Mid	1	474	51.25
12966834	672892847	Federal_University_of_Pernambuco	4479756	764097903	Mid	1	189	20.571428571428573
11678358	537990379	Thorite	1103159	752212764	Mid	0	29	28.892857142857142
11763150	577409327	Baltic_Defence_College	450323	767874874	Mid	1	87	20.071428571428573
48999634	739127488	1785_in_Scotland	48999370	764581673	Mid	0	21	4.2592592592592595
23954559	645240430	Tanzawa-Ōyama_Quasi-National_Park	23954485	750395016	Mid	1	74	5.846153846153846
12773260	717897547	Zip_to_Zap	2455154	752610603	Mid	1	7	22.428571428571427
283575	678442155	San_Ramon,_California	107420	764474075	Mid	0	644	389.57142857142856
2228461	636824608	Post-industrial_economy	2222308	761987810	Mid	1	106	91.71428571428571
41418799	707341926	Danapur_(Vidhan_Sabha_constituency)	41418796	703748782	Mid	1	112	8.464285714285714
34351582	615142678	Institute_of_Plant_Industry	24073816	730421538	Mid	1	12	10.964285714285714
9266320	758710502	Gabriel_Obertan	9190763	766762111	Mid	0	87	320.25
13932105	706440750	Capital_punishment_in_Georgia_(country)	13932099	738676316	Mid	0	97	9.178571428571429
13192629	178366815	The_Fabulous_Sixties	13191940	624740346	Mid	1	3	6.214285714285714
24946655	520648363	Greater_Mapungubwe_Transfrontier_Conservation_Area	24920800	726129315	Mid	0	13	7.714285714285714
18075649	748656389	Brownsburg-Chatham,_Quebec	2336615	768869872	Mid	1	63	19.285714285714285
15773822	736168735	Whitby_Township	8148772	736168732	Mid	1	3	2.8214285714285716
32676177	608450615	Dubovsky_District,_Volgograd_Oblast	32659435	739529585	Mid	0	61	5.178571428571429
18904388	727460819	Cosmic_Vision	9890708	764633794	Mid	1	174	42.785714285714285
12037533	678520185	Showbiz_(album)	641419	766376525	Mid	0	109	276.0
5643376	724569114	Southern_Alberta_Institute_of_Technology	680096	765880557	Mid	1	117	97.92857142857143
24182771	440757201	Midtown_Mile	10963036	743274570	Mid	1	2	7.571428571428571
8141154	741124654	Charles_'Pop'_Fraser	5814217	741124853	Mid	1	21	4.035714285714286
6326287	614803436	Kinokawa_River	1853333	662600072	Mid	1	11	3.7857142857142856
50647818	722256887	Hiroshima_Expressway_(West_Nippon_Expressway_Company)	50642046	722176661	Mid	1	92	3.217391304347826
2910035	745227993	Stylobate	147962	745423627	Mid	1	78	51.964285714285715
11398778	742619122	Administrative_divisions_of_Pskov_Oblast	5302953	750075481	Mid	1	133	9.535714285714286
7731062	670869695	Gregório_de_Matos	3288238	735717062	Mid	1	164	11.892857142857142
7551572	655286264	Government_Engineering_College,_Trivandrum	30864078	755968804	Mid	1	60	28.535714285714285
34556988	656547908	Stone_Bridge_(Regensburg)	34536225	765219694	Mid	0	15	44.142857142857146
10231461	334913546	Sweden_at_the_1936_Summer_Olympics	7373921	753861954	Mid	1	269	7.75
1910164	624033550	Yīn_(surname)	1852694	767317382	Mid	1	18	14.785714285714286
50614168	721647052	Mbarara–Ishaka_Road	50609609	764492888	Mid	0	29	4.04
25606706	593631615	Linyi_Campaign	21493098	737509270	Mid	1	155	7.0
5814448	749218601	California_sheephead	4609733	768133655	Mid	1	21	69.42857142857143
19179682	746625810	Battle_of_Chmielnik	19178658	749974186	Mid	1	26	15.678571428571429
30232536	618670895	U.S._Route_522_in_Virginia	10601869	760355627	Mid	1	82	16.035714285714285
15900365	752138890	Connecticut_Route_165	15900331	763404493	Mid	1	14	2.6666666666666665
9974346	598379213	Aeon_(language_school)	1641582	732759148	Mid	1	4	17.178571428571427
15456392	741088701	Hair_straightening	13859564	767064785	Mid	1	205	269.5357142857143
13264259	501983430	Treaty_of_Malmö	10176702	739165787	Mid	1	10	6.035714285714286
52966635	767595650	2017_Romanian_protests	52958138	768553377	Mid	1	263	3476.535714285714
6649720	314758412	Wayne,_Pennsylvania	1671972	764373758	Mid	1	619	182.71428571428572
6444543	745738256	Palace_of_Queluz	6276716	766306610	Mid	1	84	59.357142857142854
52398462	751692191	Carnegie_Brothers_and_Company	52398427	762680597	Mid	1	0	6.892857142857143
2999047	740494077	Battle_of_Gythium	2993524	766556821	Mid	1	10	58.32142857142857
45200205	644036138	Maine_State_Route_206	45187792	644036050	Mid	1	6	2.3043478260869565
52736924	757559972	2012–13_Algerian_Women's_Championship	52736908	757595072	Mid	0	6	1.9375
6834043	541642047	Thomas_Clayton	1756898	767020135	Mid	1	175	15.607142857142858
19667336	651895626	Euphrosyne_(mythology)	4803114	765578530	Mid	1	132	92.96428571428571
10029995	696646237	Stevie_Wonder's_Original_Musiquarium_I	8378021	768498520	Mid	1	116	91.28571428571429
39266043	753212392	Dana_Vespoli	39271511	765886322	Mid	1	20	1481.9285714285713
48864691	722700629	2015–16_South_Carolina_Gamecocks_women's_basketball_team	47491253	756868711	Mid	1	41	21.392857142857142
9744609	749151144	Big_East_Conference_Men's_Basketball_Player_of_the_Year	1684420	765477697	Mid	1	159	65.60714285714286
7039768	748768179	Buddy_Dyer	1813391	760052931	Mid	1	73	121.28571428571429
5032858	719269333	Kesarbai_Kerkar	2106037	768183683	Mid	1	195	45.607142857142854
8001414	631588733	Mandible_(insect_mouthpart)	5578958	752403262	Mid	1	191	88.21428571428571
20868023	628602466	Manitoba_municipal_elections,_1995	8311828	759495437	Mid	1	70	3.0
11624163	559597533	USS_Gherardi_(DD-637)	30863715	743619397	Mid	1	106	8.821428571428571
26933247	520822398	Rancho_San_Jacinto_y_San_Gorgonio	26933240	745720421	Mid	1	11	4.5
11637988	630080496	David_Oyite-Ojok	6466265	708574131	Mid	1	11	20.428571428571427
10237455	453111885	Ostry	6822362	707158351	Mid	1	4	7.142857142857143
2024558	602393795	Office_of_Gas_and_Electricity_Markets	2014309	758364657	Mid	1	300	69.71428571428571
8402739	706208995	Bicycle_and_motorcycle_geometry	8386232	767629052	Mid	1	244	194.10714285714286
24269503	522512108	Unai_Alba	24030511	752131139	Mid	1	9	4.481481481481482
6403504	586930495	Texas_State_Highway_77	5164044	732298909	Mid	1	26	4.925925925925926
26299219	349149726	Congenital_hypertrophy_of_the_lateral_fold_of_the_hallux	26299180	768648019	Mid	1	63	6.2592592592592595
5261718	705570309	Manchester–Boston_Regional_Airport	5095294	768399087	Mid	1	135	136.35714285714286
23233388	467219216	Washington_Community_Action_Network	6291142	592264155	Mid	1	5	5.148148148148148
37412845	768307758	Georgia_State_Route_111	37412816	768307672	Mid	1	21	4.416666666666667
9970837	630078904	Silicon_Gulf	3158801	759639567	Mid	1	34	16.464285714285715
46819921	740979053	Yumemai_Bridge	46704930	754074808	Mid	0	0	2.75
2135832	600407075	Chioggia	1346848	768526413	Mid	1	211	79.14285714285714
22307897	282178195	Saint-Simon-les-Mines,_Quebec	22256503	685617710	Mid	1	24	2.2
551939	746660256	Morning_View	179560	765139161	Mid	0	69	317.60714285714283
5015575	605595462	Swedenborgian_Church_of_North_America	2062748	751934058	Mid	1	34	41.142857142857146
3050217	728034056	Peter_Hook	264175	761613253	Mid	0	326	640.6785714285714
627726	534564013	A-Sides	625378	748353006	Mid	0	67	77.42857142857143
1476299	759611984	Giourkas_Seitaridis	793556	759611981	Mid	1	142	48.67857142857143
24383695	434020495	Wrocław_Główny_railway_station	23457960	760982310	Mid	1	71	19.785714285714285
5568405	690589490	Toyetic	698192	766463127	Mid	1	50	85.57142857142857
47629648	690786009	Shark_meat	47629643	762386024	Mid	0	285	160.75
8893939	173942673	Monarchy_in_Newfoundland_and_Labrador	7594623	762243900	Mid	1	211	17.285714285714285
21409248	477529231	Randall_Mann	15303060	757016236	Mid	0	6	4.464285714285714
22052830	655299655	Study_of_Mathematically_Precocious_Youth	22051851	767624714	Mid	1	16	22.607142857142858
39578490	558330055	List_of_county_roads_in_Liberty_County,_Florida	39578483	596724022	Mid	1	67	2.55
5823910	707398845	Wellington_High_School_(New_Zealand)	856127	764839707	Mid	1	67	14.714285714285714
27195755	521959084	Alabama_State_Route_137	27195750	753041400	Mid	1	13	3.0
9052382	395829925	Bane_(band)	2068879	768554290	Mid	1	105	93.92857142857143
96916	764896828	Box_Tunnel	96907	765867645	Mid	1	55	113.96428571428571
37580337	693108728	Helena_Ólafsdóttir	37580344	749803926	Mid	1	7	3.230769230769231
7147933	717210240	Porcine_reproductive_and_respiratory_syndrome_virus	3208614	766959684	Mid	0	28	47.5
551131	739619822	White_Pony	142794	764359857	Mid	1	71	391.14285714285717
13322987	686650352	Meningococcal_disease	3868809	764597410	Mid	1	328	823.8571428571429
10091804	395040018	Portugal_at_the_1960_Summer_Olympics	4423484	753822623	Mid	0	146	4.25
18349907	718873817	2000_Detroit_Lions_season	16644247	738758935	Mid	1	189	25.75
39773542	734807495	Alfred_Huber_(football)	37886938	741819305	Mid	1	2	2.0526315789473686
6423619	513144713	Gunther_Plaut	808588	765764881	Mid	1	88	20.714285714285715
161602	742959789	Four_Asian_Tigers	160114	762124413	Mid	1	264	950.3214285714286
12792981	730085693	Chrysotile	426184	756429299	Mid	1	82	244.28571428571428
4233242	691199380	Achillobator	3030943	766076658	Mid	1	51	126.03571428571429
10809845	715900082	Maryland_Department_of_Transportation	7894753	766116922	Mid	0	289	27.642857142857142
27903038	598061430	Nain_Province	27721731	732502240	Mid	1	4	4.518518518518518
7688519	512780467	M-93_(Michigan_highway)	7675586	764570824	Mid	1	17	5.892857142857143
23715990	496084177	Highway_44_(Israel)	15562703	629334094	Mid	1	127	7.857142857142857
27880197	755469786	Dynamite_(Taio_Cruz_song)	27903067	767169251	Mid	1	185	179.07142857142858
29126421	757969172	Foreign_Affairs_Committee_(Iceland)	26143451	763218168	Mid	0	14	3.392857142857143
5981239	294886897	Müller-Thurgau	1090064	748865775	Mid	1	356	78.60714285714286
3911801	520795698	Peter_Milliken	623628	756559002	Mid	0	152	31.178571428571427
4545499	510059640	U.S._Route_45	436923	767997406	Mid	1	375	66.53571428571429
41351756	671408398	13th_Age	41351716	767805515	Mid	1	30	63.214285714285715
10155590	368592242	Egypt_at_the_1948_Summer_Olympics	4235947	753787803	Mid	1	146	5.571428571428571
31137345	551389913	Earl_Young_(architect)	29393444	738736469	Mid	1	8	16.464285714285715
309856	698287723	Tocharians	193710	768480218	Mid	0	226	314.10714285714283
38562230	559142460	Ryan_Lance	38562225	741240799	Mid	1	4	32.32142857142857
3065270	510687997	Missouri_Route_118	2424591	725767756	Mid	1	28	2.1666666666666665
10482867	463744853	Allan_Robertson	1392995	745865242	Mid	1	20	18.821428571428573
25239573	328543288	Vitiligo_ponctué	25239571	726104804	Mid	0	66	7.75
18756830	614334065	Chief_Medical_Officer	13324187	768632505	Mid	1	210	103.64285714285714
32468887	708083712	Matsudo	328495	764527659	Mid	1	93	26.642857142857142
12226703	700885167	Opinion_polling_for_the_New_Zealand_general_election,_2008	12215825	767983411	Mid	1	8	9.535714285714286
10211381	467158821	Algonquian–Wakashan_languages	5331522	767001956	Mid	1	15	19.214285714285715
13645206	595304811	List_of_Canadian_divisions_in_World_War_I	811224	697634512	Mid	0	5	11.5
23545122	748047560	Madureira,_Rio_de_Janeiro	21949902	741336543	Mid	1	216	12.178571428571429
18945623	352438811	Division_No._12,_Saskatchewan	6171521	549889858	Mid	1	60	4.107142857142857
29086077	730705971	O_Globo	2093729	766070576	Mid	1	412	43.92857142857143
660798	734710492	Abiogenic_petroleum_origin	646478	768838307	Mid	1	128	256.2857142857143
8865523	612620671	Virginia_State_Route_18	6979588	749132044	Mid	1	28	3.814814814814815
30956302	758156039	Macuna	14980575	758156077	Mid	1	214	6.0
10237741	571974787	Raikoke	6472747	750114043	Mid	1	71	10.607142857142858
20127991	519632157	Midland_Railway_480_Class	5357414	756059278	Mid	1	24	5.178571428571429
44987742	698919525	Diguanylate_cyclase	31801841	745848429	Mid	1	6	12.071428571428571
42443725	603414883	Bhindawas	42419476	735947198	Mid	0	4	2.88
7889384	306872422	In_the_Heat_of_the_Night_(novel)	7889378	765514286	Mid	0	16	81.46428571428571
44119674	629729068	Caballeros_de_la_Quema	44119409	668404603	Mid	1	4	4.04
8278756	766703841	Erzincan	1210336	768742630	Mid	0	315	109.07142857142857
30450104	699766853	2006_Welsh_Open_(snooker)	21282404	768868827	Mid	0	64	13.964285714285714
5040841	718705716	Hotel_Oloffson	4971923	737301487	Mid	1	14	35.57142857142857
920033	473655894	Sijo	578942	765198982	Mid	1	118	66.82142857142857
12540036	748891618	Psalm_100	8545333	768292459	Mid	1	259	39.142857142857146
9106335	645779501	Component-based_software_engineering	2816674	766603755	Mid	0	227	283.7857142857143
37570285	742941564	Al-Adl_cemetery	36730920	742941562	Mid	0	1	4.071428571428571
3771660	551387091	Dolphinarium	1224756	757495348	Mid	1	441	96.21428571428571
554579	744268523	Montevideo,_Minnesota	119712	767496791	Mid	1	118	47.142857142857146
6793028	681959613	Oyama,_Tochigi	6793026	753727417	Mid	1	87	29.642857142857142
28272361	768597858	Because_I_Am_a_Girl	25152171	768787921	Mid	1	2	8.714285714285714
7923987	545470307	Sapporo_Station	2221506	762890245	Mid	1	248	32.32142857142857
49775265	709990730	P70_road_(Ukraine)	49775216	758472889	Mid	1	45	1.9523809523809523
8813077	628597855	New_Zealand_general_election,_1954	1236578	699428546	Mid	1	304	13.642857142857142
14071296	513338884	Julian_Armour	4028155	736362743	Mid	1	11	8.142857142857142
18731216	701443318	Swimming_at_the_2008_Summer_Olympics_–_Men's_100_metre_butterfly	18624808	766985152	Mid	1	155	30.178571428571427
9510130	608247149	Epithelial–mesenchymal_transition	2930542	768612026	Mid	1	48	319.0
6325523	730865306	Viking_lander_biological_experiments	1072959	765654091	Mid	0	200	49.67857142857143
10300323	762183149	Israel–United_States_Free_Trade_Agreement	6689505	762187223	Mid	0	39	20.25
17711105	507828037	Wacker_Neuson	17710850	754618210	Mid	0	34	64.75
10030766	484172354	Private_protected_areas_of_India	9137259	750536512	Mid	1	78	24.535714285714285
28636580	477889950	59th_Delaware_General_Assembly	24197451	567216274	Mid	1	4	2.1538461538461537
5131323	714000312	Winona,_Minnesota	122145	767478932	Mid	1	845	261.42857142857144
7747352	435533682	Uruguay_at_the_1968_Summer_Olympics	4352583	753268724	Mid	1	171	3.3214285714285716
18248604	454626523	Badyarikha_River	14983920	709830109	Mid	1	1	1.9090909090909092
614178	745918386	E-democracy	594501	766660779	Mid	1	165	196.82142857142858
50017638	713123772	The_Italian_Baker	43409968	750688226	Mid	1	17	26.214285714285715
15940696	550776015	Madoc,_Ontario	602782	764639662	Mid	0	98	18.178571428571427
6134098	532966271	Japan_Football_Association	2028981	766799485	Mid	1	1172	63.82142857142857
10376472	603890943	John_Randolph_Tucker_(politician)	5910993	761798831	Mid	1	132	12.821428571428571
2402004	753169712	Order_of_St_Michael_and_St_George	341078	766285887	Mid	1	2929	582.8571428571429
13511248	501973824	Kissel	887038	762427778	Mid	1	42	148.89285714285714
31300006	659470329	New_Zealand_local_elections,_2013	31299994	766963575	Mid	1	223	10.321428571428571
9108220	675282977	Revolution_Software	290513	752808843	Mid	1	76	50.964285714285715
4854754	730768800	Financial_Services_Authority	236446	758947711	Mid	1	385	301.75
643361	723512908	Robert_Schuman	374183	764390990	Mid	1	665	265.5357142857143
25424982	564479391	Rickettsia_aeschlimannii_infection	25424979	720971217	Mid	0	304	11.357142857142858
7316443	726045679	The_Pussycats_(Norwegian_band)	2928138	742842992	Mid	1	4	14.642857142857142
3309162	686255833	Kodagu_district	296630	767528816	Mid	1	232	714.3928571428571
4567677	512354200	Tan_Kah_Kee	880805	766817725	Mid	1	196	94.14285714285714
18483380	710466180	Cementon,_Pennsylvania	18459075	700262679	Mid	1	88	8.5
17490737	468295521	National_Register_of_Historic_Places_listings_in_Wood_County,_Ohio	17489653	745957930	Mid	1	718	7.607142857142857
47866938	682856556	1901–02_Connecticut_Aggies_men's_basketball_team	47866933	764444605	Mid	1	124	4.25
16064655	650199882	Route_192_(Connecticut–Massachusetts)	16064648	735947124	Mid	1	8	3.2
3159676	712833891	Larry_H._Miller	3795473	767517115	Mid	1	169	220.89285714285714
25314227	757667138	Karawanks_Tunnel_(railway)	10761125	764919379	Mid	1	47	6.555555555555555
6757033	745640275	Trunked_radio_system	1903268	731006554	Mid	1	112	198.25
6623894	629285764	Shyheim	1697815	759272531	Mid	1	83	175.53571428571428
46195924	653022944	Fixed-asset_turnover	7944108	766072117	Mid	1	1	93.46428571428571
5113849	761146266	Metrosideros_excelsa	171900	767333919	Mid	1	55	152.0
16345800	542835227	Sagay,_Negros_Occidental	2051322	768838169	Mid	0	196	51.357142857142854
159897	729306131	Volkswagen_Kübelwagen	74212	751459912	Mid	0	159	406.7142857142857
23101114	687900943	Sunday_drive	23099343	755370095	Mid	1	186	33.5
8002383	664536996	Sheepdog_trial	189302	737941358	Mid	1	89	47.785714285714285
39797454	753061633	Gustav_Unfried	37975071	742151033	Mid	0	2	2.1363636363636362
37084366	536322841	Gorički_zbornik	37084355	736381538	Mid	1	8	3.5384615384615383
13391714	587794187	Zebrafish_Information_Network	12879182	717565723	Mid	0	96	15.607142857142858
2097743	489434256	Raffles_Institution_(Junior_College)	651589	756795008	Mid	0	60	79.25
1290113	475911806	Boston_Pops_Orchestra	200414	767942988	Mid	1	298	133.39285714285714
48317909	703631438	Terminal_drop_hypothesis	48317905	734711083	Mid	1	0	7.321428571428571
10517373	758161639	Ross_County_F.C.	880380	765314919	Mid	0	1353	360.64285714285717
10383192	522875333	Louisiana_Highway_3017	6007684	730325862	Mid	0	7	2.3461538461538463
18060020	612019203	1949_England_v_Ireland_football_match	11638793	756811993	Mid	0	53	7.428571428571429
51472056	759441607	Malayan_El'Clasico	47279616	766457746	Mid	1	7	10.214285714285714
35370624	666302639	Canada–Colombia_Free_Trade_Agreement	34277716	721108144	Mid	1	3	9.964285714285714
40606039	718761582	Professional_wrestling_in_Puerto_Rico	40606037	760111466	Mid	1	44	29.535714285714285
5959857	598071048	Grasshopper_Glacier_(Montana)	1994403	754091694	Mid	1	62	17.964285714285715
5154827	415841977	Lincoln's_Inn_Fields	715341	763885684	Mid	1	404	252.21428571428572
34368926	689155408	Price_scissors	3443031	756303347	Mid	1	3	13.607142857142858
351253	756102879	Transparency_(behavior)	351227	768493024	Mid	1	311	367.0357142857143
4142536	421608885	Tropical_cyclone_forecast_model	4142447	757181454	Mid	1	186	16.5
30152387	722678235	Kyle_Meredith_Phillips,_Jr.	5453732	746080279	Mid	1	3	2.5217391304347827
7065510	685460816	Inejiro_Asanuma	772421	768457642	Mid	1	34	524.1428571428571
8858126	665380481	History_of_Rangers_F.C.	3913007	767496833	Mid	0	118	76.42857142857143
48999672	698191848	1751_in_Scotland	48999171	764581090	Mid	1	16	4.5
17050269	562568733	McNeil_Consumer_Healthcare	7884823	766831631	Mid	1	75	113.0
6006535	601556651	SR_Merchant_Navy_class	22845293	768234072	Mid	1	78	96.21428571428571
32938211	447745755	1910_American_Grand_Prize	32938189	748519774	Mid	1	8	5.678571428571429
51798189	760886226	Youth_(Tinie_Tempah_album)	51245474	768571825	Mid	1	45	441.57142857142856
35354879	744692531	Arab_News	31409566	744692528	Mid	1	342	69.78571428571429
22272437	729410675	Cabo_Frio_International_Airport	22272035	753030749	Mid	1	16	15.0
46571878	660092662	Athletics_at_the_2015_Pan_American_Games_–_Men's_100_metres	46571709	735007180	Mid	1	82	4.357142857142857
32698450	599266498	Sungai_Penuh	30529240	768838937	Mid	1	21	10.464285714285714
20763118	666304333	Chile–United_States_Free_Trade_Agreement	33686559	763969398	Mid	0	44	27.357142857142858
52672705	756384517	Indonesian_National_Route_11	52668677	758883636	Mid	1	15	2.0416666666666665
3133339	706772916	Crudités	2664040	755659154	Mid	1	29	338.89285714285717
8283127	352434471	Dalhousie,_New_Brunswick	2214175	768861038	Mid	0	202	34.964285714285715
37885119	527301835	Sechelt_Indian_Government_District	37884743	632180028	Mid	1	6	4.357142857142857
36476702	765639252	Outline_of_life_forms	36476698	768407757	Mid	1	12	71.71428571428571
13459395	277531668	Carbonates_on_Mars	13325194	762957120	Mid	1	710	22.25
19683667	690447796	Secondary_research	9348311	766074696	Mid	0	20	308.0
22036229	352449889	Estérel,_Quebec	22036031	671994342	Mid	1	40	8.535714285714286
6845025	654665551	Madden–Julian_oscillation	1666522	749145704	Mid	0	95	128.60714285714286
6767324	742016127	AIK_Fotboll	233773	768781887	Mid	1	1197	563.6071428571429
27735867	402910261	Férébory_Doré	27727301	747386122	Mid	0	86	24.821428571428573
1841927	746780718	Love_It_to_Death	1821737	754880545	Mid	1	157	293.89285714285717
1853878	674718747	Summit_Brewing_Company	1767945	734515923	Mid	1	12	33.57142857142857
37293237	559135815	Peruvian_Amazon_Company	37113530	735410828	Mid	0	13	24.785714285714285
22992485	292909351	Normolipoproteinemic_xanthomatosis	22992476	721922931	Mid	1	3	2.9583333333333335
236813	753663434	Duke_of_Wellington_(title)	218239	763611979	Mid	1	133	340.89285714285717
299923	600549145	Akhisar	242657	764464691	Mid	0	134	47.07142857142857
45538395	649291358	Jerangau–Jabor_Highway	45526276	728988633	Mid	1	384	5.857142857142857
16362774	580652002	Coatlicue_statue	16362599	723259768	Mid	1	5	21.785714285714285
2461893	576715619	Hull,_Quebec	101210	762164548	Mid	0	444	101.07142857142857
31662255	692574610	Estimating_the_age_of_fish	31632332	727196527	Mid	0	183	70.17857142857143
40088486	749298034	Marginal_employment	33259490	754945868	Mid	0	7	25.857142857142858
41459351	687919782	National_Route_7_(South_Korea)	41458091	742716944	Mid	1	25	3.48
37932180	528081942	Italy_at_the_1991_Summer_Universiade	37932045	711339166	Mid	1	22	2.0
8057275	735082193	Streaming_SIMD_Extensions	55365	765887460	Mid	1	251	374.35714285714283
4152121	505380060	The_Old_Capital	374924	765245992	Mid	1	37	43.214285714285715
17390083	679602460	Jericoacoara_National_Park	16465699	750366719	Mid	1	77	11.392857142857142
10277191	317257163	Lebanese–Syrian_Security_Apparatus	2846322	646241360	Mid	1	2	2.125
4561076	510205386	Texas_State_Highway_30	1359839	725308475	Mid	1	34	7.964285714285714
29068074	685675217	Windsor_Mountain_School	28949836	743359991	Mid	1	9	6.892857142857143
34051181	585531121	24th_Parliament_of_British_Columbia	34034145	741760566	Mid	1	4	5.5
8260009	632416239	Residual_gas_analyzer	2431954	759310328	Mid	1	8	36.42857142857143
12937378	352494281	Laurierville,_Quebec	12937373	677096191	Mid	1	31	3.857142857142857
35686982	535157655	Estadio_Municipal_de_La_Línea_de_la_Concepción	33691920	717735294	Mid	0	43	11.178571428571429
49439659	705141810	Tonye_Briggs-Oniyide	49439392	737291790	Mid	1	36	3.25
9426127	603342374	Poliziano	764674	749624045	Mid	1	136	63.142857142857146
5899976	584748808	Fallacy_of_the_undistributed_middle	478089	731884453	Mid	1	41	88.60714285714286
35027520	687917857	European_route_E004	35019685	649246751	Mid	1	246	4.074074074074074
1201621	618835712	Takashi_Miike	210732	766986485	Mid	1	407	558.5714285714286
21894474	276133533	Lipoatrophia_annularis	21894460	743945990	Mid	1	24	9.857142857142858
7965719	705782486	CpG_site	198951	750973612	Mid	0	76	462.2142857142857
4317175	768142928	Vasant_Panchami	4297596	768576616	Mid	1	1027	454.7142857142857
11506437	759666074	Gammaherpesvirinae	5735696	693557584	Mid	1	102	37.357142857142854
2540812	608295185	Delphic_Hymns	2524334	743856315	Mid	1	23	43.17857142857143
9349857	699441980	Self-refuting_idea	9287936	766784426	Mid	1	56	89.5
6782531	749727775	List_of_famines	2913399	766735721	Mid	0	114	512.2142857142857
2934301	755251556	Driving	80750	767524976	Mid	1	381	296.92857142857144
7880488	748988647	Indian_Head,_Saskatchewan	1051863	768726058	Mid	1	239	42.107142857142854
12990917	734277682	Loparite-(Ce)	12990851	734263498	Mid	1	8	7.678571428571429
9872857	608307927	Greece_at_the_1912_Summer_Olympics	7536629	753793715	Mid	1	95	5.678571428571429
4566217	748093054	Saikyō_Line	372117	753316026	Mid	0	289	55.07142857142857
21609296	481428191	Swedbank_Stadion	7751528	766066794	Mid	0	290	71.10714285714286
12255158	634792124	Tibetan_attack_on_Songzhou	12016330	756703762	Mid	1	140	16.392857142857142
26398128	748442501	Brian_Jennings_(journalist)	26388093	748442497	Mid	1	119	9.964285714285714
8899213	597218222	Skeena-Queen_Charlotte_Regional_District	4348107	710821249	Mid	1	57	14.392857142857142
11508862	764820903	Blakely_Island,_Washington	3362254	748907085	Mid	0	12	14.357142857142858
